pc_timestamp,elapsed_s,arduino_date,arduino_time,uptime_s,sht30_temp_C,sht30_humidity_pct,bme688_1_temp_C,bme688_1_humidity_pct,bme688_1_pressure_hpa,bme688_1_gas_ohms,bme688_2_temp_C,bme688_2_humidity_pct,bme688_2_pressure_hpa,bme688_2_gas_ohms,as7341_f1,as7341_f2,as7341_f3,as7341_f4,as7341_clear,as7341_nir,stepper_speed_pct,pump_speed_pct,pump_state
2026-06-30 11:50:41,3.5,2026-06-18,12:00:01,1.0,-45.0,45.85,27.77,43.31,1012.41,26413.0,28.71,50.08,1012.64,35368.0,133.0,389.0,740.0,1000.0,1000.0,332.0,0.0,60.0,ON
2026-06-30 11:50:44,5.76,2026-06-18,12:00:03,3.0,25.95,45.81,27.58,43.02,1012.42,25759.0,28.52,49.33,1012.65,32339.0,136.0,404.0,766.0,1000.0,1000.0,341.0,0.0,60.0,ON
2026-06-30 11:50:46,8.02,2026-06-18,12:00:05,5.0,25.96,45.82,27.42,43.03,1012.42,24917.0,28.36,48.99,1012.67,31272.0,135.0,395.0,747.0,1000.0,1000.0,333.0,0.0,60.0,ON
2026-06-30 11:50:48,10.28,2026-06-18,12:00:08,8.0,25.95,45.81,27.3,43.1,1012.42,24169.0,28.23,48.8,1012.67,30821.0,132.0,386.0,733.0,1000.0,1000.0,330.0,0.0,60.0,ON
2026-06-30 11:50:50,12.54,2026-06-18,12:00:10,10.0,25.96,45.8,27.21,43.16,1012.42,23778.0,28.13,48.24,1012.67,32364.0,137.0,400.0,762.0,1000.0,1000.0,342.0,0.0,60.0,ON
2026-06-30 11:50:53,14.8,2026-06-18,12:00:12,12.0,25.95,45.79,27.13,43.2,1012.42,23464.0,28.06,47.35,1012.67,34538.0,134.0,394.0,746.0,1000.0,1000.0,330.0,0.0,60.0,ON
2026-06-30 11:50:55,17.06,2026-06-18,12:00:14,14.0,25.95,45.79,27.08,43.22,1012.43,22735.0,28.0,46.55,1012.67,36394.0,136.0,398.0,755.0,1000.0,1000.0,336.0,0.0,60.0,ON
2026-06-30 11:50:57,19.32,2026-06-18,12:00:17,17.0,25.98,45.82,27.03,43.23,1012.42,22424.0,27.96,45.85,1012.68,37948.0,137.0,406.0,766.0,1000.0,1000.0,341.0,0.0,60.0,ON
2026-06-30 11:51:00,21.58,2026-06-18,12:00:19,19.0,25.95,45.81,27.0,43.26,1012.43,22191.0,27.93,45.32,1012.68,39384.0,137.0,405.0,767.0,1000.0,1000.0,340.0,0.0,60.0,ON
2026-06-30 11:51:02,23.84,2026-06-18,12:00:21,21.0,25.96,45.81,26.98,43.28,1012.43,22168.0,27.9,45.06,1012.67,39975.0,138.0,407.0,770.0,1000.0,1000.0,339.0,0.0,60.0,ON
